tid,target_chembl_id,target_pref_name,target_type,assay_id,assay_chembl_id,assay_description,assay_type,assay_type_desc,assay_test_type,assay_category_chembl,bao_format,bao_label,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,variant_id,variant_mutation,variant_accession,variant_isoform,confidence_score,confidence_desc,relationship_type,relationship_desc,src_id,src_short_name,src_assay_id,doc_chembl_id,doc_year,doc_journal,pubmed_id,doi,doc_title,assay_parameters,n_assay_parameters,assay_classifications,n_assay_classifications,n_activities,n_activities_with_pchembl,n_distinct_compounds,standard_types,activity_comments,n_activity_comments,assay_category,classification_confidence,classification_reason,review_required,classification_method,llm_category,llm_confidence,llm_evidence,llm_reasoning,llm_evidence_verified,llm_error,final_category,final_confidence,final_method,final_review_required
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1577565,CHEMBL3807041,Inhibition of HK4 (unknown origin),B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,830408,CHEMBL3804808,2016,ACS Med Chem Lett,26985301,10.1021/acsmedchemlett.5b00214,"Discovery of a Novel 2,6-Disubstituted Glucosamine Series of Potent and Selective Hexokinase 2 Inhibitors.",,0,,0,1,1,1,IC50:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of HK4 (unknown origin)」；standard_type 与描述一致（IC50:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1590721,CHEMBL3829755,Inhibition of human GCK (2 to 812 residues) assessed as remaining enzyme activity at 50 uM after 30 mins by 33P-ATP filter-binding assay,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,842842,CHEMBL3826966,2016,Bioorg Med Chem Lett,27363938,10.1016/j.bmcl.2016.06.046,"A chromatography-free isolation of rohitukine from leaves of Dysoxylum binectariferum: Evaluation for in vitro cytotoxicity, Cdk inhibition and physicochemical properties.",,0,,0,1,0,1,Activity:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of human GCK (2 to 812 residues) assessed as remaining enzy…」,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1641711,CHEMBL3888434,"Coupled Enzymatic Assay: The assay is carried out according to the protocol outlined in Hariharan et al (1997), Diabetes 46: 11-16. Briefly, the test compounds are incubated in a reaction mix containing 25 mM HEPES (pH 7.2), 10 mM MgCl2, 100 mM KCl, 5 mM ATP, 2 mM DTT, 0.5 mM NAD, 1 U/mL Leuconostoc mesenteroides G6PD, 0.3 U/mL of purified human recombinant GK, and different concentrations of glucose. Enzymatic activity is calculated from the initial reaction velocity, measured from the change in NADH absorbance as a function of time.",B,Binding,,,BAO_0000357,single protein format,Homo sapiens,,,,,,,,,,8,Homologous single protein target assigned,H,Homologous protein target assigned,37,BINDINGDB,8001_1_pol_4164,CHEMBL3886709,2016,,,,"Acetamide derivatives as glucokinase activators, their process and medicinal applications",,0,,0,38,36,34,EC50:38,"[{""comment"": ""401490"", ""n"": 1}, {""comment"": ""401489"", ""n"": 1}, {""comment"": ""401488"", ""n"": 1}, {""comment"": ""401487"", ""n"": 1}, {""comment"": ""401486"", ""n"": 1}, {""comment"": ""401485"", ""n"": 1}, {""comment"": ""401484"", ""n"": 1}, {""comment"": ""401483"", ""n"": 1}, {""comment"": ""401482"", ""n"": 1}, {""comment"": ""401481"", ""n"": 1}, {""comment"": ""401480"", ""n"": 1}, {""comment"": ""401479"", ""n"": 1}, {""comment"": ""401478"", ""n"": 1}, {""comment"": ""401477"", ""n"": 1}, {""comment"": ""401476"", ""n"": 1}, {""comment"": ""401475"", ""n"": 1}, {""comment"": ""401474"", ""n"": 1}, {""comment"": ""401473"", ""n"": 1}, {""comment"": ""401472"", ""n"": 1}, {""comment"": ""401471"", ""n"": 1}, {""comment"": ""401470"", ""n"": 1}, {""comment"": ""401469"", ""n"": 1}, {""comment"": ""401468"", ""n"": 1}, {""comment"": ""401467"", ""n"": 1}, {""comment"": ""401466"", ""n"": 1}, {""comment"": ""401465"", ""n"": 1}, {""comment"": ""401464"", ""n"": 1}, {""comment"": ""401463"", ""n"": 1}, {""comment"": ""401462"", ""n"": 1}, {""comment"": ""401461"", ""n"": 1}, {""comment"": ""401460"", ""n"": 1}, {""comment"": ""401459"", ""n"": 1}, {""comment"": ""401458"", ""n"": 1}, {""comment"": ""401457"", ""n"": 1}, {""comment"": ""401456"", ""n"": 1}, {""comment"": ""401455"", ""n"": 1}, {""comment"": ""401454"", ""n"": 1}, {""comment"": ""401453"", ""n"": 1}]",38,GCK 激活,medium,描述无方向措辞，依据实测 standard_type 推断（EC50:38→激活）,TRUE,rule,GCK 激活,medium,"Enzymatic activity is calculated from the initial reaction velocity, measured from the change in NADH absorbance as a function of time.",该实验测定重组人GCK的酶活性，标准化类型为EC50，表明测量的是化合物增强酶活性的能力，因此归类为GCK激活。,TRUE,,GCK 激活,medium,llm,TRUE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1642384,CHEMBL3889107,"Glucokinase-Activating Assay: To test the exemplified compounds, the following assay was employed. Recombinant human liver glucokinase was expressed as a FLAG fusion protein in E. coli, and purified on ANTIFLAG M2 AFFINITY GEL (Sigma). The assay was carried out at 30° C. in a 96-well plate. In the plate was distributed 69 ul each of assay buffer (25 mM Hepes Buffer: pH=7.2, 2 mM MgCl2, 1 mM ATP, 0.5 mM TNAD, 1 mM dithiothreitol), to which was added 1 ul of a DMSO solution of the compound or DMSO as control. Then, 20 ul of pre-ice-cooled enzyme mixture (FLAG-GK, 20 U/ml G6PDH) was distributed thereto, to which was added 10 ul of 25 mM glucose as substrate to initiate the reaction (final glucose concentration=2.5 mM). After starting the reaction, the absorbance at 405 nm was measured every 30 seconds for 10 minutes to evaluate the compound based on the initial increase for 5 minutes. FLAG-GK was added so that the increase of absorbance after 5 minutes fell between 0.05 to 0.1 in the presence of 1% DMSO. The OD values of the respective compounds were measured in the respective concentrations, wherein the OD value of DMSO as control is regarded as 100%. From the OD values at the respective concentrations, Emax (%, 2.5 mM Glu) and EC50 (nM, 2.5 mM Glu) were calculated and used as indicators of the GK activation capability of the compounds. According to the above assay, the GK activation capability of the exemplified compounds of the present invention was determined. The following table shows the results. Where different enantiomers of the same compound were tested, two numbers are provided. Where 3 numbers are provided, for example, Ex. #30, data for the racemic form is also shown.",B,Binding,,,BAO_0000019,assay format,Homo sapiens,,,,,,,,,,8,Homologous single protein target assigned,H,Homologous protein target assigned,37,BINDINGDB,8443_1_pol_4164,CHEMBL3886944,2016,,,,"Glucokinase activator compounds, compositions containing such compounds, and methods of treatment",,0,,0,42,42,34,EC50:42,"[{""comment"": ""434738"", ""n"": 1}, {""comment"": ""434737"", ""n"": 1}, {""comment"": ""434736"", ""n"": 1}, {""comment"": ""434735"", ""n"": 1}, {""comment"": ""434734"", ""n"": 1}, {""comment"": ""434733"", ""n"": 1}, {""comment"": ""434732"", ""n"": 1}, {""comment"": ""434731"", ""n"": 1}, {""comment"": ""434730"", ""n"": 1}, {""comment"": ""434729"", ""n"": 1}, {""comment"": ""434728"", ""n"": 1}, {""comment"": ""434727"", ""n"": 1}, {""comment"": ""434726"", ""n"": 1}, {""comment"": ""434725"", ""n"": 1}, {""comment"": ""434724"", ""n"": 1}, {""comment"": ""434723"", ""n"": 1}, {""comment"": ""434722"", ""n"": 1}, {""comment"": ""434721"", ""n"": 1}, {""comment"": ""434720"", ""n"": 1}, {""comment"": ""434719"", ""n"": 1}, {""comment"": ""434718"", ""n"": 1}, {""comment"": ""434717"", ""n"": 1}, {""comment"": ""434716"", ""n"": 1}, {""comment"": ""434715"", ""n"": 1}, {""comment"": ""434714"", ""n"": 1}, {""comment"": ""434713"", ""n"": 1}, {""comment"": ""434712"", ""n"": 1}, {""comment"": ""434711"", ""n"": 1}, {""comment"": ""434710"", ""n"": 1}, {""comment"": ""434709"", ""n"": 1}, {""comment"": ""434708"", ""n"": 1}, {""comment"": ""434707"", ""n"": 1}, {""comment"": ""434706"", ""n"": 1}, {""comment"": ""434705"", ""n"": 1}, {""comment"": ""434704"", ""n"": 1}, {""comment"": ""434703"", ""n"": 1}, {""comment"": ""434702"", ""n"": 1}, {""comment"": ""434701"", ""n"": 1}, {""comment"": ""434700"", ""n"": 1}, {""comment"": ""434699"", ""n"": 1}, {""comment"": ""434698"", ""n"": 1}, {""comment"": ""434697"", ""n"": 1}]",42,GCK 激活,high,"描述命中激活类措辞：「Glucokinase-Activating Assay: To test the exemplified compounds, the following ass…」；standard_type 与描述一致（EC50:42→激活）",FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1664958,CHEMBL4014754,Activation of recombinant human glucokinase assessed as conversion of D-glucose to D-glucose-6-phosphate in presence of 2.5 mM glucose by G6PDH coupled spectrophotometric assay,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4014285,2017,Bioorg Med Chem Lett,28284804,10.1016/j.bmcl.2016.10.085,"Novel, highly potent systemic glucokinase activators for the treatment of Type 2 Diabetes Mellitus.",,0,,0,14,14,9,EC50:14,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human glucokinase assessed as conversion of…」；standard_type 与描述一致（EC50:14→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1664959,CHEMBL4014755,Activation of recombinant human glucokinase assessed as conversion of D-glucose to D-glucose-6-phosphate in presence of 2.5 mM glucose by G6PDH coupled spectrophotometric assay relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4014285,2017,Bioorg Med Chem Lett,28284804,10.1016/j.bmcl.2016.10.085,"Novel, highly potent systemic glucokinase activators for the treatment of Type 2 Diabetes Mellitus.",,0,,0,14,0,9,%max:14,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human glucokinase assessed as conversion of…」；standard_type 与描述一致（%max:14→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1664960,CHEMBL4014756,Activation of recombinant human glucokinase assessed as conversion of D-glucose to D-glucose-6-phosphate in presence of 10 mM glucose by G6PDH coupled spectrophotometric assay,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4014285,2017,Bioorg Med Chem Lett,28284804,10.1016/j.bmcl.2016.10.085,"Novel, highly potent systemic glucokinase activators for the treatment of Type 2 Diabetes Mellitus.",,0,,0,14,13,9,EC50:14,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human glucokinase assessed as conversion of…」；standard_type 与描述一致（EC50:14→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1664961,CHEMBL4014757,Activation of recombinant human glucokinase assessed as conversion of D-glucose to D-glucose-6-phosphate in presence of 10 mM glucose by G6PDH coupled spectrophotometric assay relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4014285,2017,Bioorg Med Chem Lett,28284804,10.1016/j.bmcl.2016.10.085,"Novel, highly potent systemic glucokinase activators for the treatment of Type 2 Diabetes Mellitus.",,0,,0,14,0,9,%max:14,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human glucokinase assessed as conversion of…」；standard_type 与描述一致（%max:14→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1664995,CHEMBL4014791,Activation of recombinant human glucokinase assessed as conversion of D-glucose to D-glucose-6-phosphate in presence of 10 mM glucose by G6PDH coupled spectrophotometric assay,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4014286,2017,Bioorg Med Chem Lett,28284809,10.1016/j.bmcl.2016.10.088,Discovery of orally active hepatoselective glucokinase activators for treatment of Type II Diabetes Mellitus.,,0,,0,7,7,7,EC50:7,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human glucokinase assessed as conversion of…」；standard_type 与描述一致（EC50:7→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1664996,CHEMBL4014792,Activation of recombinant human glucokinase assessed as conversion of D-glucose to D-glucose-6-phosphate in presence of 10 mM glucose by G6PDH coupled spectrophotometric assay relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4014286,2017,Bioorg Med Chem Lett,28284809,10.1016/j.bmcl.2016.10.088,Discovery of orally active hepatoselective glucokinase activators for treatment of Type II Diabetes Mellitus.,,0,,0,7,0,7,%max:7,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human glucokinase assessed as conversion of…」；standard_type 与描述一致（%max:7→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1672254,CHEMBL4022283,Activation of full length human C-terminal FLAG-tagged glucokinase (12 to 465 residues) expressed in Escherichia coli DH10b using glucose as substrate after 60 mins in presence of ATP by kinase-glo luminescence assay,B,Binding,,,BAO_0000019,assay format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4020781,2017,Bioorg Med Chem Lett,28512030,10.1016/j.bmcl.2017.04.041,"Discovery of potent and orally active 1,4-disubstituted indazoles as novel allosteric glucokinase activators.",,0,,0,26,23,26,EC50:26,,0,GCK 激活,high,描述命中激活类措辞：「Activation of full length human C-terminal FLAG-tagged glucokinase (12…」；standard_type 与描述一致（EC50:26→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1672265,CHEMBL4022294,Activation of full length human C-terminal FLAG-tagged glucokinase (12 to 465 residues) expressed in Escherichia coli DH10b using glucose as substrate after 60 mins in presence of ATP by kinase-glo luminescence assay relative to control,B,Binding,,,BAO_0000019,assay format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4020781,2017,Bioorg Med Chem Lett,28512030,10.1016/j.bmcl.2017.04.041,"Discovery of potent and orally active 1,4-disubstituted indazoles as novel allosteric glucokinase activators.",,0,,0,26,0,26,%max:26,,0,GCK 激活,high,描述命中激活类措辞：「Activation of full length human C-terminal FLAG-tagged glucokinase (12…」；standard_type 与描述一致（%max:26→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1672266,CHEMBL4022295,"Potency index, ratio of (S)-N-(5-chlorothiazol-2-yl)-2-(4-(cyclopropylsulfonyl)-6-methyl-2-oxopyridin-1(2H)-yl)-3-(tetrahydro-2H-pyran-4-yl)propanamide EC50 to compound EC50 for full length human C-terminal FLAG-tagged glucokinase (12 to 465 residues)",B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4020781,2017,Bioorg Med Chem Lett,28512030,10.1016/j.bmcl.2017.04.041,"Discovery of potent and orally active 1,4-disubstituted indazoles as novel allosteric glucokinase activators.",,0,,0,1,0,1,Ratio EC50:1,,0,GCK 激活,medium,描述无方向措辞，依据实测 standard_type 推断（Ratio EC50:1→激活）,TRUE,rule,无法判断,low,"Potency index, ratio of (S)-N-(5-chlorothiazol-2-yl)-2-(4-(cyclopropylsulfonyl)-6-methyl-2-oxopyridin-1(2H)-yl)-3-(tetrahydro-2H-pyran-4-yl)propanamide EC50 to compound EC50 for full length human C-terminal FLAG-tagged glucokinase (12 to 465 residues)",描述仅提及EC50比值，未说明功能方向（激活或抑制），且assay_type标注为Binding但与EC50不符，信息不足以归类至具体测量类别。,TRUE,,GCK 激活,low,manual_review_required,TRUE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1683849,CHEMBL4034328,Inhibition of GCK Lysine 1 labelling site (unknown origin) at 10 uM,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4033637,2017,Bioorg Med Chem Lett,28408219,10.1016/j.bmcl.2017.03.037,Developing DYRK inhibitors derived from the meridianins as a means of increasing levels of NFAT in the nucleus.,,0,,0,1,0,1,Inhibition:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK Lysine 1 labelling site (unknown origin) at 10 uM」；standard_type 与描述一致（Inhibition:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1683850,CHEMBL4034329,Inhibition of GCK Lysine 2 labelling site (unknown origin) at 10 uM,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4033637,2017,Bioorg Med Chem Lett,28408219,10.1016/j.bmcl.2017.03.037,Developing DYRK inhibitors derived from the meridianins as a means of increasing levels of NFAT in the nucleus.,,0,,0,1,0,1,Inhibition:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK Lysine 2 labelling site (unknown origin) at 10 uM」；standard_type 与描述一致（Inhibition:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1694794,CHEMBL4045684,Inhibition of GCK conserved Lys1 (DTVTSELAAVKIVK) in human PBMC at 1 uM,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4043168,2017,Bioorg Med Chem Lett,28802631,10.1016/j.bmcl.2017.07.072,The design and SAR of a novel series of 2-aminopyridine based LRRK2 inhibitors.,,0,,0,1,0,1,Inhibition:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK conserved Lys1 (DTVTSELAAVKIVK) in human PBMC at 1 u…」；standard_type 与描述一致（Inhibition:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1694795,CHEMBL4045685,Inhibition of GCK conserved Lys2 (DIKGANLLLTLQGDVK) in human PBMC at 1 uM,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4043168,2017,Bioorg Med Chem Lett,28802631,10.1016/j.bmcl.2017.07.072,The design and SAR of a novel series of 2-aminopyridine based LRRK2 inhibitors.,,0,,0,1,0,1,Inhibition:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK conserved Lys2 (DIKGANLLLTLQGDVK) in human PBMC at 1…」；standard_type 与描述一致（Inhibition:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1695036,CHEMBL4045926,Inhibition of GCK conserved Lys1 (DTVTSELAAVKIVK) in human PBMC at 0.1 uM,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4043168,2017,Bioorg Med Chem Lett,28802631,10.1016/j.bmcl.2017.07.072,The design and SAR of a novel series of 2-aminopyridine based LRRK2 inhibitors.,,0,,0,1,0,1,Inhibition:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK conserved Lys1 (DTVTSELAAVKIVK) in human PBMC at 0.1…」；standard_type 与描述一致（Inhibition:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1695037,CHEMBL4045927,Inhibition of GCK conserved Lys2 (DIKGANLLLTLQGDVK) in human PBMC at 0.1 uM,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4043168,2017,Bioorg Med Chem Lett,28802631,10.1016/j.bmcl.2017.07.072,The design and SAR of a novel series of 2-aminopyridine based LRRK2 inhibitors.,,0,,0,1,0,1,Inhibition:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK conserved Lys2 (DIKGANLLLTLQGDVK) in human PBMC at 0…」；standard_type 与描述一致（Inhibition:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1699314,CHEMBL4050296,Inhibition of human GCK assessed as residual activity at 1 uM in presence of 33P-ATP by filter-binding assay relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4049403,2017,Bioorg Med Chem,28274673,10.1016/j.bmc.2017.02.055,"Oligo-aspartic acid conjugates with benzo[c][2,6]naphthyridine-8-carboxylic acid scaffold as picomolar inhibitors of CK2.",,0,,0,1,0,1,Activity:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of human GCK assessed as residual activity at 1 uM in prese…」,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1706065,CHEMBL4057298,Inhibition of GCK (unknown origin) at 0.45 uM relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4052759,2017,Bioorg Med Chem Lett,28705644,10.1016/j.bmcl.2017.07.004,Discovery of DS79182026: A potent orally active hepcidin production inhibitor.,,0,,0,1,0,1,Inhibition:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK (unknown origin) at 0.45 uM relative to control」；standard_type 与描述一致（Inhibition:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1706261,CHEMBL4057494,Inhibition of GCK (unknown origin) at 0.49 uM relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4052759,2017,Bioorg Med Chem Lett,28705644,10.1016/j.bmcl.2017.07.004,Discovery of DS79182026: A potent orally active hepcidin production inhibitor.,,0,,0,1,0,1,Inhibition:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK (unknown origin) at 0.49 uM relative to control」；standard_type 与描述一致（Inhibition:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1708303,CHEMBL4118352,Inhibition of GCK in human SKCO1 cells at 1 uM after 4 hrs using biotin labeled DIKGANLLLTLQGDVK probe by mass-spectrometric analysis relative to control,B,Binding,,,BAO_0000219,cell-based format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4118021,2017,Bioorg Med Chem,28038940,10.1016/j.bmc.2016.11.034,Studies of TAK1-centered polypharmacology with novel covalent TAK1 inhibitors.,,0,,0,3,0,3,Inhibition:3,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK in human SKCO1 cells at 1 uM after 4 hrs using bioti…」；standard_type 与描述一致（Inhibition:3→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1710292,CHEMBL4120341,Inhibition of GCK (unknown origin) at 0.45 uM relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4118098,2017,Bioorg Med Chem Lett,29079471,10.1016/j.bmcl.2017.10.031,"Discovery of DS28120313 as a potent orally active hepcidin production inhibitor: Design and optimization of novel 4,6-disubstituted indazole derivatives.",,0,,0,1,0,1,Inhibition:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK (unknown origin) at 0.45 uM relative to control」；standard_type 与描述一致（Inhibition:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1710519,CHEMBL4120568,Inhibition of GCK (unknown origin) at 0.19 uM relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4118098,2017,Bioorg Med Chem Lett,29079471,10.1016/j.bmcl.2017.10.031,"Discovery of DS28120313 as a potent orally active hepcidin production inhibitor: Design and optimization of novel 4,6-disubstituted indazole derivatives.",,0,,0,1,0,1,Inhibition:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK (unknown origin) at 0.19 uM relative to control」；standard_type 与描述一致（Inhibition:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1710743,CHEMBL4120792,Inhibition of GCK (unknown origin) at 0.164 uM relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4118098,2017,Bioorg Med Chem Lett,29079471,10.1016/j.bmcl.2017.10.031,"Discovery of DS28120313 as a potent orally active hepcidin production inhibitor: Design and optimization of novel 4,6-disubstituted indazole derivatives.",,0,,0,1,0,1,Inhibition:1,,0,GCK 抑制,high,描述命中抑制类措辞：「Inhibition of GCK (unknown origin) at 0.164 uM relative to control」；standard_type 与描述一致（Inhibition:1→抑制）,FALSE,rule,,,,,,,GCK 抑制,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1758339,CHEMBL4193347,Activation of recombinant human liver glucokinase 2 assessed as reduction in NADH production in presence of 5 mM glucose by G6PDH coupled assay,B,Binding,,,BAO_0000019,assay format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,,CHEMBL4190311,2017,Eur J Med Chem,28800453,10.1016/j.ejmech.2017.07.051,"Discovery of cycloalkyl-fused N-thiazol-2-yl-benzamides as tissue non-specific glucokinase activators: Design, synthesis, and biological evaluation.",,0,,0,47,41,47,EC50:47,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human liver glucokinase 2 assessed as reduct…」；standard_type 与描述一致（EC50:47→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
